0.756143987,0.756143987,0.774379015,0.774740994,0.775403023,0.005587,0.292207986,0.115520999,0.010463,0.000014,0.107863002,0.054588001,0.080095999,0.080095999
0.364778996,0.364780009,0.36046201,0.36046201,0.360498995,0.014898,0.001497,0.000254,0.002881,0.000007,0.017291,0.008033,0.001863,0.001863
0.510622978,0.510622978,0.507257998,0.507292986,0.507449985,0.009311,0.001078,0.011666,0.004383,0.000022,0.012351,0.016930001,0.011974,0.011974
0.239282995,0.239283994,0.234199002,0.234219998,0.234694004,0.014898,0.002616,0.006974,0.007919,0.000054,0.010292,0.006233,0.022972999,0.022972999
0.978981018,0.978986979,0.978851974,0.978919983,0.979156017,0.035381999,0.002255,0.022318,0.005594,0.000081,0.021819999,0.011692,0.023505,0.023505
0.342099011,0.342101991,0.337680995,0.337718993,0.337971002,0.018622,0.00222,0.012554,0.005379,0.000012,0.043228,0.021384001,0.013837,0.013837
0.343062013,0.343064994,0.338699996,0.338708013,0.338800013,0.018622,0.002948,0.002917,0.003508,0.000111,0.020173,0.009599,0.014813,0.014813
0.381704003,0.381704986,0.377496988,0.377505004,0.377400994,0.009311,0.001439,0.00317,0.001235,0.000002,0.009881,0.005796,0.007451,0.007451
0.076110996,0.076118998,0.069876999,0.069880001,0.070041999,0.042831,0.00176,0.001014,0.004163,0,0.040346,0.028707,0.016675999,0.016675999
0.946892023,0.946892977,0.946600974,0.94660002,0.947112978,0.011173,0.003117,0.000507,0.008817,0.000001,0.040757999,0.023568001,0.029005,0.029005
0.474559993,0.474561006,0.470973015,0.471002012,0.470934004,0.011173,0.001369,0.009891,0.001721,0.000025,0.009469,0.006181,0,0
0.676729023,0.676729023,0.674498022,0.674497008,0.674578011,0.007449,0.001328,0.000634,0.003583,0,0.025113,0.012387,0.005322,0.005322
0.953532994,0.953531981,0.953141987,0.953203976,0.953660011,0.005587,0.001031,0.020416001,0.008153,0.000027,0.079867996,0.042796999,0.032641001,0.032641001
0.370451003,0.37044999,0.371226013,0.371315986,0.372597992,0.005587,0.075277999,0.028785,0.017475,0.501559019,0.160559997,0.056297001,0.131187007,0.131187007
0.166486993,0.166495994,0.160853997,0.161028996,0.161218002,0.046555001,0.001631,0.055922002,0.004532,0.000092,0.020173,0.010753,0.014813,0.014813
0.331303,0.331304997,0.326777995,0.326784998,0.326808989,0.020484,0.001725,0.002536,0.002708,0.000027,0.009881,0.004127,0,0
0.476437002,0.476437986,0.472851008,0.472851008,0.473852009,0.013035,0.001194,0.00038,0.014252,0.00006,0.127625003,0.060012002,0.062887996,0.062887996
0.717760026,0.717826009,0.716021001,0.716068983,0.716934979,0.320297986,0.003502,0.016231,0.012802,0.000033,0.027582999,0.017501,0.019424999,0.019424999
0.77977699,0.77977699,0.778186023,0.778348029,0.778802991,0.009311,0.000554,0.052244,0.008036,0.000015,0.027171999,0.012609,0.010289,0.010289
0.020582,0.020584,0.014153,0.014233,0.014832,0.016759999,0.004434,0.025614999,0.009243,0.000009,0.043639001,0.022508999,0.031311002,0.031311002
0.022536,0.022538001,0.016023999,0.016029,0.016446,0.020484,0.003036,0.001775,0.007114,0.00002,0.028818,0.017973,0.010112,0.010112
0.172388002,0.172389001,0.166771993,0.166936994,0.167030007,0.013035,0.001422,0.052625,0.003419,0.000008,0.027171999,0.013872,0.017473999,0.017473999
0.328429997,0.328429997,0.323926985,0.323940992,0.324065,0.009311,0.00236,0.004692,0.003873,0.000004,0.030464999,0.016191,0.020312,0.020312
0.61531198,0.615312994,0.612811029,0.612830997,0.613039017,0.011173,0.003408,0.006721,0.005042,0.000015,0.016055999,0.009021,0.018271999,0.018271999
0.816623986,0.816623986,0.815357029,0.815370023,0.815495014,0.013035,0.001655,0.005199,0.004182,0.000019,0.017291,0.010606,0.002927,0.002927
0.40417701,0.404190987,0.400279999,0.400303006,0.400999993,0.076350003,0.003566,0.007735,0.010636,0.000001,0.05105,0.026211999,0.036012001,0.036012001
0.683996022,0.683999002,0.681825995,0.681827009,0.681824028,0.018622,0.001468,0.001141,0.002605,0.000224,0.010704,0.006554,0,0
